"Dataset","Model","Mean_WAIC","AICc","Num_Obs"
"9HB7IP4W_9.csv","gompertz_hazard",-43.821831108325,-34.821831108325,12
"9HB7IP4W_9.csv","gompertz_survival",-51.6639042871572,-42.6639042871572,12
"9HB7IP4W_9.csv","loglogistic",-45.5320007474782,-36.5320007474782,12
"9HB7IP4W_9.csv","generalizedgamma",-59.9284545031169,-46.2141687888312,12
"9ZDIQQFT.csv","exponential",-0.491068929478514,7.50893107052149,6
"9ZDIQQFT.csv","weibull",-24.810270080666,-6.81027008066602,6
"9ZDIQQFT.csv","gompertz_hazard",-21.3943984071021,-3.39439840710213,6
"9ZDIQQFT.csv","loglogistic",-36.3527919999712,-18.3527919999712,6
"9ZDIQQFT.csv","generalizedgamma",-25.8685851117906,22.1314148882094,6
"A7LJPBWL_1.csv","exponential",-2.19110213329832,2.40889786670168,23
"A7LJPBWL_1.csv","weibull",-79.9175052093061,-72.6543473145693,23
"A7LJPBWL_1.csv","gompertz_hazard",-69.4257654815896,-62.1626075868527,23
"A7LJPBWL_1.csv","gompertz_survival",-70.2043428863958,-62.9411849916589,23
"A7LJPBWL_1.csv","loglogistic",-86.0103648714921,-78.7472069767553,23
"A7LJPBWL_1.csv","generalizedgamma",-83.5377001726635,-73.3154779504412,23
"ASXFW6GM_1.csv","exponential",-4.21742630556207,3.78257369443793,6
"ASXFW6GM_1.csv","weibull",-30.3334576997036,-12.3334576997036,6
"ASXFW6GM_1.csv","gompertz_hazard",-32.904610041699,-14.904610041699,6
"ASXFW6GM_1.csv","gompertz_survival",-32.9575431995387,-14.9575431995387,6
"ASXFW6GM_1.csv","loglogistic",-24.4338749371377,-6.43387493713766,6
"ASXFW6GM_1.csv","generalizedgamma",-32.527683526442,15.472316473558,6
"ASXFW6GM_2.csv","exponential",-7.93120702427046,2.06879297572954,5
"ASXFW6GM_2.csv","weibull",-60.8034248153346,-30.8034248153346,5
"ASXFW6GM_2.csv","gompertz_hazard",-60.8034047234344,-30.8034047234344,5
"ASXFW6GM_2.csv","gompertz_survival",-60.8034217502095,-30.8034217502095,5
"ASXFW6GM_2.csv","loglogistic",-60.8027974376925,-30.8027974376925,5
"ASXFW6GM_3.csv","exponential",-19.3339415118669,-14.0006081785336,12
"ASXFW6GM_3.csv","weibull",-19.9292392838387,-10.9292392838387,12
"ASXFW6GM_3.csv","gompertz_hazard",-26.0674874996957,-17.0674874996957,12
"ASXFW6GM_3.csv","gompertz_survival",-22.1343131420452,-13.1343131420452,12
"ASXFW6GM_3.csv","loglogistic",-16.8979555164934,-7.89795551649345,12
"ASXFW6GM_3.csv","generalizedgamma",-21.2902300653247,-7.57594435103902,12
"ASXFW6GM_4.csv","exponential",-8.63162146297693,-1.63162146297693,7
"ASXFW6GM_4.csv","weibull",-17.3168460103935,-3.3168460103935,7
"ASXFW6GM_4.csv","gompertz_hazard",-5.81531542881791,8.18468457118209,7
"ASXFW6GM_4.csv","gompertz_survival",-14.1313007705975,-0.131300770597498,7
"ASXFW6GM_4.csv","loglogistic",-16.6326923537057,-2.63269235370572,7
"ASXFW6GM_4.csv","generalizedgamma",-17.4822462292412,10.5177537707588,7
"BDDUPN58.csv","exponential",-77.0814604918296,-72.6014604918296,28
"BDDUPN58.csv","weibull",-165.746031323405,-158.746031323405,28
"BDDUPN58.csv","gompertz_hazard",-166.7600193785,-159.7600193785,28
"BDDUPN58.csv","gompertz_survival",-205.460701301594,-198.460701301594,28
